Publisher Name,Publisher Registry Id,Transaction - Commitment (with valid data),Transaction - Disbursement or Expenditure (with valid data),Transaction - Traceability (with valid data),Budget (with valid data),Average (with valid data),Transaction - Commitment (with any data),Transaction - Disbursement or Expenditure (with any data),Transaction - Traceability (with any data),Budget (with any data),Average (with any data)
Musawah Global Vision Berhad,musawah,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Muslim Aid,muslimaid,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
MVO Nederland,mvo_nederland,-,-,-,-,0.0,-,-,-,-,0.0
Mwatana for Human Rights,mwatana,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Mzumbe University,m_u,0.0,50.0,-,100.0,37.5,0.0,50.0,-,100.0,37.5
Médecins Sans Vacances,msv,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Nadji.Bi Sénégal SUARL,sn-ninea-50255162x2,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
NAGAAD,nagaad,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Nairobi Climate Network,theclimatenetwork,0.0,-,-,100.0,25.0,0.0,-,-,100.0,25.0
"Namati, Inc",namati_inc,-,-,-,-,0.0,-,-,-,-,0.0
Nathan Associates London Ltd.,nathan,0.0,27.27272727272727,81.81818181818183,81.81818181818183,47.727272727272734,0.0,27.27272727272727,81.81818181818183,81.81818181818183,47.727272727272734
National Coalition of Human Rights Defenders - Kenya,nchrdk,100.0,0.0,100.0,100.0,75.0,100.0,0.0,100.0,100.0,75.0
National Union of Women With Disabilities of Uganda,nuwodu,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Natural Justice,nj_1,0.0,100.0,25.0,100.0,56.25,0.0,100.0,25.0,100.0,56.25
Natural Resource Governance Institute (NRGI),nrgi,-,-,-,-,0.0,-,-,-,-,0.0
"Natural Resources Institute, University of Greenwich.",nri,18.181818181818183,27.27272727272727,0.0,27.27272727272727,18.18181818181818,18.181818181818183,27.27272727272727,0.0,27.27272727272727,18.18181818181818
Nature and Development Foundation,ndf_fgm,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
NatureFinance,nf2022,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Near East Foundation (NEF USA),nef_usa,-,-,-,-,0.0,-,-,-,-,0.0
Near East Foundation Mali (NEF Mali),nef_mali,-,-,-,-,0.0,-,-,-,-,0.0
Near East Foundation UK (NEF UK),nef-uk,-,-,-,-,0.0,-,-,-,-,0.0
Neem Foundation,neem,-,-,-,-,0.0,-,-,-,-,0.0
Neopenda,neopenda,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Neotree,nt_2024,0.0,-,0.0,100.0,25.0,0.0,-,0.0,100.0,25.0
Nepal Disabled Human Rights Center,dhrc_nepal,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Nepal Netra Jyoti Sangh,nnjs_nepal,-,-,-,-,0.0,-,-,-,-,0.0
Nesta,nesta,0.0,-,0.0,100.0,25.0,0.0,-,0.0,100.0,25.0
Netherlands - Ministry of Foreign Affairs,minbuza_nl,100.0,97.26027397260275,100.0,99.9195494770716,99.29495586241859,100.0,97.26027397260275,100.0,99.9195494770716,99.29495586241859
Netherlands Advisory Board on Impact Investing,thenab,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Netherlands Commission for Environmental Assessment,ncea,66.66666666666666,88.88888888888889,100.0,11.11111111111111,66.66666666666666,66.66666666666666,88.88888888888889,100.0,11.11111111111111,66.66666666666666
Netherlands Enterprise Agency (RVO),rvo,100.0,97.85478547854785,97.80534351145039,98.09160305343512,98.43793301085834,100.0,97.85478547854785,97.80534351145039,98.09160305343512,98.43793301085834
Netherlands Food Partnership,nfp,100.0,100.0,33.33333333333333,100.0,83.33333333333333,100.0,100.0,33.33333333333333,100.0,83.33333333333333
Netherlands Institute for Multiparty Democracy (NIMD),nimd-hq,66.66666666666666,54.54545454545454,100.0,100.0,80.3030303030303,66.66666666666666,54.54545454545454,100.0,100.0,80.3030303030303
Netherlands Organisation for Scientific Research (NWO),nwo,66.66666666666666,33.33333333333333,66.66666666666666,100.0,66.66666666666666,66.66666666666666,33.33333333333333,66.66666666666666,100.0,66.66666666666666
Netherlands Red Cross,nlrc,20.0,99.03846153846155,83.87096774193549,100.0,75.72735732009926,20.0,99.03846153846155,83.87096774193549,100.0,75.72735732009926
Netherlands Space Office,nso,-,-,-,-,0.0,-,-,-,-,0.0
Netherlands Water Partnership,nwp,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Network for Africa,network4africa,-,-,-,-,0.0,-,-,-,-,0.0
Network For Enterprise Enhancement and Development Support,needs,-,-,-,-,0.0,-,-,-,-,0.0
Nevadic Limited,nvd_12,-,-,-,-,0.0,-,-,-,-,0.0
New York University,nyu,-,-,-,-,0.0,-,-,-,-,0.0
New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme,mfat,40.40920716112532,100.0,100.0,35.42199488491048,68.95780051150895,40.40920716112532,100.0,100.0,35.42199488491048,68.95780051150895
NGO Federation of Nepal,nfn,-,-,-,-,0.0,-,-,-,-,0.0
Ngo-federatie (Vlaamse federatie van ngo's voor ontwikkelingssamenwerking),ngo-federatie,-,-,-,-,0.0,-,-,-,-,0.0
Niger Delta Stakeholders Initiative for Community Development and Empowerment,ndsicde,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
NIRAS A/S,niras,-,-,-,-,0.0,-,-,-,-,0.0
NIRAS Group (UK) Limited,niras_uk,0.0,100.0,100.0,60.0,65.0,0.0,100.0,100.0,60.0,65.0
NKHOMA MISSION HOSPITAL,nmhiati,-,-,-,-,0.0,-,-,-,-,0.0
NLR,nlr,100.0,100.0,100.0,0.0,75.0,100.0,100.0,100.0,0.0,75.0
NLR Indonesia,nlr_indonesia,-,-,-,-,0.0,-,-,-,-,0.0
Non-Timber Forest Products Exchange Programme,ntfp-ep,100.0,100.0,14.285714285714285,100.0,78.57142857142857,100.0,100.0,14.285714285714285,100.0,78.57142857142857
Nonviolent Peaceforce South Sudan,npss,40.0,100.0,100.0,20.0,65.0,40.0,100.0,100.0,20.0,65.0
Norad - Norwegian Agency for Development Cooperation,norad,99.68065693430657,98.39044652128764,100.0,70.8029197080292,92.21850579090585,99.68065693430657,98.39044652128764,100.0,70.8029197080292,92.21850579090585
NORSAAC,norsaac,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Northern Ireland Cooperation Overseas Ltd,nico,-,-,-,-,0.0,-,-,-,-,0.0
Northern Network for Education Development,nned,0.0,20.0,0.0,80.0,25.0,0.0,20.0,0.0,80.0,25.0
Northern Rangelands Trust,nrt-kenya,-,-,-,-,0.0,-,-,-,-,0.0
Norwegian People's Aid,npa,50.0,100.0,100.0,100.0,87.5,50.0,100.0,100.0,100.0,87.5
Norwegian Refugee Council,nrc,0.0,100.0,40.0,91.66666666666666,57.916666666666664,0.0,100.0,40.0,91.66666666666666,57.916666666666664
"NpM, Platform for Inclusive Finance",npm,0.0,33.33333333333333,0.0,100.0,33.33333333333333,0.0,33.33333333333333,0.0,100.0,33.33333333333333
Nuffic,nuffic20171017,6.666666666666667,100.0,100.0,0.0,51.66666666666667,6.666666666666667,100.0,100.0,0.0,51.66666666666667
Nutrition International,nutritionintl,-,-,-,-,0.0,-,-,-,-,0.0
Obodo Centre for Advocacy and Equal Rights,obodo_ng,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Ocean Risk and Resilience Action Alliance,orraa_inc,30.0,60.0,-,200.0,72.5,30.0,60.0,-,200.0,72.5
OCHA Country Based Pooled Funds,unocha-cbpf,100.0,96.14093959731544,0.0,100.0,74.03523489932886,100.0,96.14093959731544,0.0,100.0,74.03523489932886
ODI Global,odi,95.45454545454545,100.0,86.36363636363636,100.0,95.45454545454545,95.45454545454545,100.0,86.36363636363636,100.0,95.45454545454545
ODI Global Advisory Ltd,odi_sales_ltd,100.0,100.0,75.0,100.0,93.75,100.0,100.0,75.0,100.0,93.75
OECD,oecd,-,-,-,-,0.0,-,-,-,-,0.0
Office for National Statistics,ons,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Okapi Consulting,okapiconsulting,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
Olamma Cares Foundation,olammacares,-,-,-,-,0.0,-,-,-,-,0.0
Omidyar Network Fund Inc.,omidyarnetwork,-,-,-,-,0.0,-,-,-,-,0.0
One Acre Fund,oneacrefund,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
One to One Children's Fund,onetoonecf,-,-,-,-,0.0,-,-,-,-,0.0
One Young World,oyw,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
ONG ALCRER,alcrer-1,-,-,-,-,0.0,-,-,-,-,0.0
Open Capital Advisors,oca,-,-,-,-,0.0,-,-,-,-,0.0
openmindedly,openmindedly,-,-,-,-,0.0,-,-,-,-,0.0
OpenNorth,opennorth,-,-,-,-,0.0,-,-,-,-,0.0
Opportunity International Savings and Loans Ltd,oisl_gh,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Opportunity International UK,opportunity-international-uk,20.0,60.0,40.0,100.0,55.0,20.0,60.0,40.0,100.0,55.0
Options Consultancy Services,options,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Orbis Africa,orbis_africa,-,-,-,-,0.0,-,-,-,-,0.0
Orbis Charitable Trust,orbis_uk,-,-,-,-,0.0,-,-,-,-,0.0
Orbis Ethiopia,orbis_ethiopia,-,-,-,-,0.0,-,-,-,-,0.0
Orbis International,orbis_international,-,-,-,-,0.0,-,-,-,-,0.0
Organizacion para la Educacion y Proteccion Ambiental -OpEPA-,opepa,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
OurLoop Stitchting,loop,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Outreach Egypt,outreach_egypt,-,-,-,-,0.0,-,-,-,-,0.0
Oxfam America,oxfamus,0.0,89.74358974358975,-,100.0,47.43589743589744,0.0,89.74358974358975,-,100.0,47.43589743589744
Oxfam Australia,oau,0.0,98.9795918367347,100.0,98.9795918367347,74.48979591836735,0.0,98.9795918367347,100.0,98.9795918367347,74.48979591836735
Oxfam GB,oxfamgb,84.72906403940887,100.0,100.0,100.0,96.18226600985221,84.72906403940887,100.0,100.0,100.0,96.18226600985221
Oxfam IBIS,ibis_denmark,0.0,87.5,100.0,96.0,70.875,0.0,87.5,100.0,96.0,70.875
Oxfam India,oxfamindia,-,-,-,-,0.0,-,-,-,-,0.0
Oxfam Intermón,oxfamintermon,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Oxfam Novib,onl,0.0,99.2835209825998,86.8495742667928,98.8132911392405,71.23659659715827,0.0,99.2835209825998,86.8495742667928,98.8132911392405,71.23659659715827
Oxfam Solidarité-Solidariteit,oxsol,-,-,-,-,0.0,-,-,-,-,0.0
Oxfam Wereldwinkels,oww,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Oxfam-Magasins du monde (omdm),omdm,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Oxfam-Quebec,oqc,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Oxford Policy Management,opml,0.0,46.15384615384615,100.0,92.85714285714286,59.752747252747255,0.0,46.15384615384615,100.0,92.85714285714286,59.752747252747255
Pact,pact,100.0,0.0,-,0.0,25.0,100.0,0.0,-,0.0,25.0
Palestinian Working Women Society for Development,pwwsd_2022,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Palladium Europe,palladium_eur,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Palladium International Ltd (UK),palladium,65.0,100.0,25.0,100.0,72.5,65.0,100.0,25.0,100.0,72.5
Palliative Care Association of Malawi,pacam,-,-,-,-,0.0,-,-,-,-,0.0
Palliative Care Support Trust,pcst,0.0,100.0,50.0,100.0,62.5,0.0,100.0,50.0,100.0,62.5
Pan Africa ILGA,pai155669,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Pan African Climate Justice Alliance,pacja,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Panos Institute West Africa (PIWA),ipao,0.0,24.137931034482758,-,13.793103448275861,9.482758620689655,0.0,24.137931034482758,-,13.793103448275861,9.482758620689655
Paradigm Initiative,paradigm,-,-,-,-,0.0,-,-,-,-,0.0
Parhelion Underwriting Limited,pul,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Particip GmbH,particip,-,-,-,-,0.0,-,-,-,-,0.0
Partnership for African Social & Governance Research (PASGR),pasgr,-,-,-,-,0.0,-,-,-,-,0.0
partos,partos_nl,71.42857142857143,100.0,83.33333333333334,85.71428571428571,85.11904761904762,71.42857142857143,100.0,83.33333333333334,85.71428571428571,85.11904761904762
Pastoralist Girls Initiative,pgi_kenya,-,-,-,-,0.0,-,-,-,-,0.0
PATH,_path_,0.0,33.33333333333333,0.0,66.66666666666666,24.999999999999996,0.0,33.33333333333333,0.0,66.66666666666666,24.999999999999996
Pathfinder International,pathfinder1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
PATTIRO,pattiro,-,-,-,-,0.0,-,-,-,-,0.0
PAX,pax,40.476190476190474,97.61904761904762,91.30434782608695,88.09523809523809,79.37370600414079,40.476190476190474,97.61904761904762,91.30434782608695,88.09523809523809,79.37370600414079
PCP Uganda Limited,pcp-ug_125289,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Peace Brigades International,pbi_io,-,-,-,-,0.0,-,-,-,-,0.0
Peace Corp,peace,100.0,0.0,100.0,0.0,50.0,100.0,0.0,100.0,0.0,50.0
Peace Direct,peacedirect,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Peaceful Change initiative,pci,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
PEAS (Promoting Equality in African Schools),peas,0.0,100.0,0.0,66.66666666666666,41.666666666666664,0.0,100.0,0.0,100.0,50.0
Pegasys Limited,pegasys-eu,-,-,-,-,0.0,-,-,-,-,0.0
Penal Reform International,pri,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
People In Aid,peopleinaid,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
People in Need,pin,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
People's Process on Housing and Poverty in Zambia,pphpz,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Perhimpunan Pengembangan Media Nusantara,ja_ppmn,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
PHASE Nepal,phase-nepal,-,-,-,-,0.0,-,-,-,-,0.0
PHASE Worldwide,phase_worldwide,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Plan International Belgium,pib,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Plan International Finland,planinternationalfinland,-,-,-,-,0.0,-,-,-,-,0.0
Plan International Netherlands,plannlno,76.92307692307693,98.24561403508771,90.1639344262295,96.92307692307692,90.56392557686776,76.92307692307693,98.24561403508771,90.1639344262295,96.92307692307692,90.56392557686776
Plan International UK,plan_uk,77.77777777777779,88.46153846153845,0.0,92.5925925925926,64.70797720797721,77.77777777777779,88.46153846153845,0.0,92.5925925925926,64.70797720797721
Plan International USA,plan_usa,-,-,-,-,0.0,-,-,-,-,0.0
Plan Ireland Charitable Assistance Limited,plan_ireland,-,-,-,-,0.0,-,-,-,-,0.0
PlanBørnefonden,plb,0.0,85.71428571428571,100.0,100.0,71.42857142857143,0.0,85.71428571428571,100.0,100.0,71.42857142857143
Plataforma Moçambicana da Água (PLAMA),plama,-,-,-,-,0.0,-,-,-,-,0.0
Plateforme des Acteurs de la Société Civile au BENIN,pascib_benin,-,-,-,-,0.0,-,-,-,-,0.0
PONT,pont,-,-,-,-,0.0,-,-,-,-,0.0
Pontis Foundation,pontis,-,-,-,-,0.0,-,-,-,-,0.0
Population Media Center,pmc,0.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,50.0,12.5
Population Service International,psi,37.5,25.0,75.0,75.0,53.125,37.5,25.0,75.0,75.0,53.125
Population Services and Training Centre (PSTC),pstc_1102,0.0,0.0,50.0,100.0,37.5,0.0,0.0,50.0,100.0,37.5
Population Services Kenya,pskenya_19,0.0,73.68421052631578,0.0,100.0,43.421052631578945,0.0,73.68421052631578,0.0,100.0,43.421052631578945
Positive Vibes Trust,pv,12.5,87.5,100.0,100.0,75.0,12.5,87.5,100.0,100.0,75.0
PositiveNegatives,posneg,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Power International,power,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
PPAG,ppag_123,-,-,-,-,0.0,-,-,-,-,0.0
PRACTICA Foundation,practica,-,-,-,-,0.0,-,-,-,-,0.0
Practical Action,pa,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Pragya India,pragya,-,-,-,-,0.0,-,-,-,-,0.0
PRI Association,pri_icf,-,-,-,-,0.0,-,-,-,-,0.0
PricewaterhouseCoopers Private Limited India,pwcplindia,0.0,83.33333333333334,33.33333333333333,100.0,54.16666666666667,0.0,83.33333333333334,33.33333333333333,100.0,54.16666666666667
Prince Claus Fund,pcf,0.0,0.0,0.0,52.0,13.0,0.0,0.0,0.0,52.0,13.0
Private Infrastructure Development Group,pidg,93.5064935064935,9.740259740259742,95.2054794520548,100.0,74.61305817470202,93.5064935064935,9.740259740259742,95.2054794520548,100.0,74.61305817470202
PRO-FEMMES TWESE HAMWE,profemmes,-,-,-,100.0,25.0,-,-,-,100.0,25.0
Programming Their Future,p-t-f-,-,-,-,-,0.0,-,-,-,-,0.0
Progressio (closed),progressio,0.0,100.0,0.0,0.0,25.0,0.0,100.0,0.0,50.0,37.5
Project Harar,phe,-,-,-,-,0.0,-,-,-,-,0.0
Projet Jeune Leader,pjl,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Promundo-US,pmo-us,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Prospero Limited,prospero,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Protecting Families Against HIV/AIDS,prefa_1,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
PT Arup Indonesia,ptarupidn,-,-,-,-,0.0,-,-,-,-,0.0
PUBLIC HEALTH FOUNDATION OF INDIA,phfi,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
Public International Law & Policy Group,pilpg,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Publish What You Fund,pwyf,0.0,100.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,25.0
PUM Netherlands,pumnl,2.7027027027027026,97.2972972972973,100.0,2.7027027027027026,50.67567567567568,2.7027027027027026,97.2972972972973,100.0,2.7027027027027026,50.67567567567568
Pump Aid,pumpaid,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
PwC,pwc,0.0,80.0,100.0,40.0,55.0,0.0,80.0,100.0,40.0,55.0
Queen Rania Foundation for Education and Development,qrfed,0.0,100.0,-,0.0,25.0,0.0,100.0,-,0.0,25.0
Quinoa,quinoa,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Rabo Foundation,rabofoundation,-,-,-,-,0.0,-,-,-,-,0.0
Rabo Partnerships,rabo_partnerships,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Radio La Benevolencija,rlb,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Radios Rurales Internationales,bfrri,-,-,-,-,0.0,-,-,-,-,0.0
Rahnuma-Family Planning Assocation of Pakistan,rfpap,-,-,-,-,0.0,-,-,-,-,0.0
Railway Children,rc,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Railway Children Africa,rc2africa,0.0,-,0.0,100.0,25.0,0.0,-,0.0,100.0,25.0
RAIN Foundation (former),rainfoundation,6.666666666666667,80.0,-,100.0,46.66666666666667,6.666666666666667,80.0,-,100.0,46.66666666666667
Rainbow Railroad,rr_qfdi,-,-,-,-,0.0,-,-,-,-,0.0
Rainforest Action Network,ran,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Rainforest Alliance,rainforest-alliance,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Rainforest Foundation UK,rfuk,-,-,-,-,0.0,-,-,-,-,0.0
Raleigh International,raleigh_int,50.0,100.0,0.0,100.0,62.5,50.0,100.0,0.0,100.0,62.5
RCN Justice & Démocratie,rcn,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Reach A Hand Uganda,rahuug,0.0,91.66666666666666,-,0.0,22.916666666666664,0.0,91.66666666666666,-,0.0,22.916666666666664
READ Foundation,read-foundation,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Red Cross Red Crescent Climate Centre,climate_centre,-,-,-,-,0.0,-,-,-,-,0.0
Red Umbrella Fund,ruf,69.23076923076923,100.0,10.0,100.0,69.8076923076923,69.23076923076923,100.0,10.0,100.0,69.8076923076923
RedOrange Media and Communications,redorange,-,-,-,-,0.0,-,-,-,-,0.0
RedR UK,redruk,-,-,-,-,0.0,-,-,-,-,0.0
Regional Advisory Information and Network Systems,rains,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
"Rehabilitation, Education and Community Health (REACH)",reach-iraq,0.0,50.0,0.0,100.0,37.5,0.0,50.0,0.0,100.0,37.5
Relief International UK,ri-uk,50.0,100.0,25.0,100.0,68.75,50.0,100.0,25.0,100.0,68.75
Rene Moawad Foundation,rmf-lb,-,-,-,-,0.0,-,-,-,-,0.0
Renewable Energy Performance Platform,repp,-,-,-,-,0.0,-,-,-,-,0.0
Republic of Korea,odakorea,87.70588235294117,93.93326592517694,100.0,100.0,95.40978706952953,87.70588235294117,93.93326592517694,100.0,100.0,95.40978706952953
Resilience,resilience,-,-,-,-,0.0,-,-,-,-,0.0
Resource Extraction Monitoring,rem,-,-,-,-,0.0,-,-,-,-,0.0
Responsible Mining Foundation,rmf,-,-,-,-,0.0,-,-,-,-,0.0
Restart Center,restartcenter,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Restless Development,restless,25.0,100.0,50.0,100.0,68.75,25.0,100.0,50.0,100.0,68.75
Results for Development,r4d,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Retrak,retrak,-,-,-,-,0.0,-,-,-,-,0.0
Right to Play Netherlands Foundation,rtp,-,-,-,-,0.0,-,-,-,-,0.0
Right To Play UK,rtp_uk,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Rights and Resources Initaitive,rri,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Rijksakademie van beeldende kunsten,rabk,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Rikolto,rikolto,-,-,-,-,0.0,-,-,-,-,0.0
Rikolto in Belgium,rikolto_belgium,-,-,-,-,0.0,-,-,-,-,0.0
Riverrecycle Oy,riverrecycle,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Rocky Mountain Institute,rmi,-,-,-,-,0.0,-,-,-,-,0.0
Rode Kruis-Vlaanderen Internationaal vzw,rkiv,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Rojiroti UK,rojiroti,-,-,-,-,0.0,-,-,-,-,0.0
Romania Ministry of Foreign Affairs,uasd,-,-,-,-,0.0,-,-,-,-,0.0
Rotary Clubs For Development,rc4d,-,-,-,-,0.0,-,-,-,-,0.0
Royal Botanic Gardens Kew,rbg_kew,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Royal College of General Practitioners (RCGP),rcgp-international,-,-,-,-,0.0,-,-,-,-,0.0
Royal College of Obstetricians & Gynaecologists,rcog_resilience_in_obstetric_skills,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Royal Commonwealth Ex-Sevices League,rcel,0.0,-,0.0,100.0,25.0,0.0,-,0.0,100.0,25.0
Royal Institute of International Affairs,riia,0.0,50.0,0.0,100.0,37.5,0.0,50.0,0.0,100.0,37.5
Royal National Lifeboat Institution (RNLI),rnli_international,-,-,-,-,0.0,-,-,-,-,0.0
Royal Netherlands Football Association,knvb,-,-,-,-,0.0,-,-,-,-,0.0
Royal Society for the Protection of Birds,rspb_,-,-,-,-,0.0,-,-,-,-,0.0
Royal Society of Tropical Medicine & Hygiene,rstmh,-,-,-,-,0.0,-,-,-,-,0.0
Royal Tropical Institute,kit,56.52173913043478,82.6086956521739,45.0,95.65217391304348,69.94565217391305,56.52173913043478,82.6086956521739,45.0,95.65217391304348,69.94565217391305
RUAF Foundation,ruaf,-,-,-,-,0.0,-,-,-,-,0.0
Rutgers,rutgers,70.0,100.0,100.0,96.66666666666667,91.66666666666667,70.0,100.0,100.0,96.66666666666667,91.66666666666667
Sabre Education Limited,sct,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Saferworld,saferworld,84.48275862068965,91.37931034482759,91.37931034482759,93.10344827586206,90.08620689655172,84.48275862068965,91.37931034482759,91.37931034482759,93.10344827586206,90.08620689655172
Samaritan's Purse UK,spuk,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Samir Kassir Foundation,skf,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Sana'a Center for Strategic Studies,scss,0.0,50.0,100.0,100.0,62.5,0.0,50.0,100.0,100.0,62.5
Satellite Applications Catapult Ltd,satelliteapplicationscatapultltd,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Savana Signatures,savsign-org,-,-,-,-,0.0,-,-,-,-,0.0
Save the Children DK,redbarnet,0.0,89.1891891891892,100.0,94.5945945945946,70.94594594594595,0.0,89.1891891891892,100.0,94.5945945945946,70.94594594594595
Save the Children International,sci,-,-,-,-,0.0,-,-,-,-,0.0
Save the Children Netherlands,scnl,95.55555555555556,0.0,100.0,100.0,73.88888888888889,95.55555555555556,0.0,100.0,100.0,73.88888888888889
Save the Children UK,scuk,-,-,-,-,0.0,-,-,-,-,0.0
SCI Projets Internationaux ASBL_Service Civil International branche belge,scibelgium,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Scotland's International Development Alliance,sinda,0.0,-,100.0,100.0,50.0,0.0,-,100.0,100.0,50.0
Scottish Catholic International Aid Fund (SCIAF),sciaf,20.0,100.0,80.0,100.0,75.0,20.0,100.0,80.0,100.0,75.0
"SDSN Association, Inc.",sdsna,-,-,-,-,0.0,-,-,-,-,0.0
Search for Common Ground (SFCG),sfcg,53.84615384615385,100.0,100.0,96.15384615384616,87.5,53.84615384615385,100.0,100.0,96.15384615384616,87.5
